# WV(Ang)	Flux_Pri	Flux_Sec
5171.36462154	0.79173713	0.45638955
5171.39379502	0.84248039	0.44836479
5171.42308773	0.83089773	0.45772824
5171.45238061	0.86144808	0.49438510
5171.48167366	0.89929014	0.52414294
5171.51084780	0.90546583	0.50960587
5171.54014117	0.90854896	0.58577618
5171.56943472	0.94483701	0.55514356
5171.59872843	0.95602615	0.55676900
5171.62790322	0.99698097	0.60475963
5171.65719727	0.98191015	0.57080609
5171.68649147	1.00834694	0.54650339
5171.71578585	1.03571653	0.55008211
5171.74496130	1.08263032	0.60592117
5171.77425601	1.05389003	0.56219029
5171.80355088	1.02030865	0.55975732
5171.83284592	1.02008948	0.53962063
5171.86202203	1.04803174	0.54405287
5171.89131740	1.05285726	0.50161651
5171.92061293	1.05310728	0.46813468
5171.94978954	1.03702562	0.42129347
5171.97908541	1.04414682	0.39086348
5172.00838144	1.03214264	0.42164010
5172.03767764	1.03726266	0.38701807
5172.06685491	1.03265653	0.39488346
5172.09615144	1.00994328	0.42942584
5172.12544813	0.99633880	0.41421493
5172.15474499	0.99619749	0.45584714
5172.18392292	0.99016682	0.45094347
5172.21322011	0.99172297	0.44166339
5172.24251747	1.00655580	0.49906979
5172.27181499	0.96373763	0.48405449
5172.30099359	0.97328361	0.45481255
5172.33029144	1.00969629	0.45545635
5172.35958946	1.00320842	0.45285380
5172.38876855	1.01134076	0.41854885
5172.41806690	1.01309758	0.42412746
5172.44736542	0.99768803	0.51567230
5172.47666410	1.01289876	0.50021178
5172.50584385	0.99141136	0.49357138
5172.53514286	0.99912188	0.50221389
5172.56444205	1.02072108	0.52441213
5172.59374139	1.00607518	0.48237236
5172.62292180	1.02514669	0.55536375
5172.65222148	1.02263569	0.53965066
5172.68152132	0.99863147	0.53958172
5172.71082133	0.98952995	0.57712924
5172.74000240	0.99914194	0.53652460
5172.76930274	1.01177493	0.55684676
5172.79860325	1.00367009	0.55457890
5172.82790392	1.01981958	0.54097929
5172.85708565	1.02690516	0.59560493
5172.88638666	1.02863923	0.62005586
5172.91568783	1.02073845	0.62069375
5172.94487005	1.03245733	0.61781130
5172.97417155	1.03185529	0.63559778
5173.00347322	1.02442243	0.62567310
5173.03277505	1.02580106	0.63699153
5173.06195794	1.05875111	0.66906280
5173.09126010	1.04956932	0.61498706
5173.12056243	1.03975439	0.64764062
5173.14986493	1.06404159	0.68459456
5173.17904848	1.02021606	0.71392793
5173.20835130	0.99302256	0.67616440
5173.23765430	1.02034625	0.66483170
5173.26695746	1.04931133	0.69743582
5173.29614167	1.02190431	0.68498321
5173.32544516	1.00397729	0.76305486
5173.35474881	1.03544402	0.79078440
5173.38405264	1.05498603	0.76500633
5173.41323750	1.03245883	0.75167854
5173.44254166	1.01053889	0.74512058
5173.47184598	1.01558007	0.73991314
5173.50103134	0.99344039	0.74033671
5173.53033599	1.01083493	0.76872499
5173.55964081	1.00369407	0.79945557
5173.58894579	1.01362303	0.77559551
5173.61813182	0.98832129	0.73209785
5173.64743713	0.99447717	0.72651864
5173.67674261	0.98007201	0.76029423
5173.70604826	0.95765877	0.77546661
5173.73523494	0.94496721	0.74974207
5173.76454092	0.93056792	0.72961730
5173.79384707	0.91624858	0.73021736
5173.82315338	0.92103062	0.72702017
5173.85234072	0.89521103	0.71248600
5173.88164736	0.89435667	0.69744918
5173.91095417	0.89168707	0.72901272
5173.94014201	0.89754860	0.73107747
5173.96944915	0.91319722	0.70853549
5173.99875645	0.89139961	0.71662681
5174.02806393	0.90355442	0.70541780
5174.05725243	0.94045723	0.62723182
5174.08656023	0.93778135	0.70913677
5174.11586820	0.93721344	0.69163694
5174.14517633	0.98245715	0.72339213
5174.17436549	0.99339355	0.69343793
5174.20367396	1.00910463	0.68119211
5174.23298259	1.01931803	0.74552799
5174.26229139	1.02384436	0.75761102
5174.29148121	1.06354119	0.79362090
5174.32079034	1.05538357	0.74206834
5174.35009963	1.05154494	0.73319667
5174.37940910	1.04962261	0.73223770
5174.40859958	1.08141634	0.75804493
5174.43790937	1.09939947	0.76317950
5174.46721933	1.09431553	0.72606349
5174.49641031	1.09281826	0.77383086
5174.52572060	1.06493029	0.78319683
5174.55503105	1.07767526	0.70244019
5174.58434167	1.10617529	0.75795480
5174.61353331	1.09143316	0.73581909
5174.64284427	1.09525952	0.73763946
5174.67215539	1.12101609	0.73314458
5174.70146667	1.08322690	0.73782549
5174.73065897	1.09079776	0.79577943
5174.75997059	1.13422414	0.78713549
5174.78928237	1.11183949	0.75278785
5174.81859432	1.12248369	0.81210033
5174.84778728	1.13290439	0.79306763
5174.87709956	1.10974881	0.76533444
5174.90641200	1.11634604	0.76876811
5174.93572462	1.14947851	0.73183705
5174.96491824	1.11290053	0.77250273
5174.99423118	1.09623943	0.78467128
5175.02354429	1.10213810	0.73949597
5175.05273841	1.09149895	0.79918988
5175.08205185	1.07830466	0.80915350
5175.11136546	1.08761051	0.77187460
5175.14067923	1.09111101	0.78886048
5175.16987401	1.07392475	0.82257970
5175.19918811	1.09019771	0.74524888
5175.22850238	1.08123145	0.83154620
5175.25781682	1.08829172	0.81327084
5175.28701226	1.08408261	0.80762835
5175.31632702	1.10734196	0.79497698
5175.34564196	1.10917766	0.78519495
5175.37495706	1.09733324	0.79144171
5175.40415316	1.11760674	0.77978599
5175.43346859	1.12686378	0.80131111
5175.46278419	1.12095610	0.81673652
5175.49198078	1.15394347	0.79187201
5175.52129671	1.12588948	0.84970746
5175.55061281	1.14748130	0.85085606
5175.57992907	1.13922326	0.83469491
5175.60912632	1.10579845	0.83957730
5175.63844291	1.12794411	0.81031054
5175.66775967	1.12609380	0.87362292
5175.69707660	1.10953166	0.81946587
5175.72627451	1.10669199	0.76898491
5175.75559177	1.11830148	0.83006268
5175.78490919	1.12181588	0.79275461
5175.81422678	1.10234614	0.80558768
5175.84342536	1.12388494	0.84388361
5175.87274328	1.12430447	0.83246853
5175.90206136	1.14407557	0.77188059
5175.93137962	1.12328079	0.77832550
5175.96057885	1.11386104	0.78294568
5175.98989744	1.12296531	0.76076987
5176.01921619	1.10393521	0.76822310
5176.04841592	1.10859750	0.76290402
5176.07773500	1.11344623	0.73369851
5176.10705425	1.12638479	0.76253603
5176.13637366	1.13838084	0.73878697
5176.16557406	1.13059516	0.76730877
5176.19489380	1.12169601	0.74923314
5176.22421371	1.12543441	0.69213125
5176.25353379	1.12683331	0.69744043
5176.28273484	1.12795088	0.72397359
5176.31205525	1.16078624	0.74213901
5176.34137583	1.14691318	0.78254538
5176.37069657	1.16726286	0.77817730
5176.39989828	1.19001712	0.74336154
5176.42921935	1.19408851	0.73410781
5176.45854059	1.17661514	0.76190942
5176.48786200	1.21511825	0.80722449
5176.51706437	1.21844542	0.76673294
5176.54638611	1.19675931	0.80941443
5176.57570801	1.20982181	0.80582300
5176.60491088	1.20524109	0.79916034
5176.63423312	1.19488785	0.84679458
5176.66355552	1.20523404	0.82497019
5176.69287808	1.22115632	0.83348713
5176.72208161	1.21188186	0.86271134
5176.75140451	1.19582454	0.89474944
5176.78072757	1.19044523	0.87144623
5176.81005080	1.20216029	0.88672211
5176.83925500	1.22222276	0.93390244
5176.86857856	1.22482792	0.92934379
5176.89790229	1.21487645	0.91717635
5176.92722618	1.22857877	0.91048879
5176.95643103	1.25338609	0.91528166
5176.98575526	1.21439586	0.93510474
5177.01507965	1.21387407	0.91955303
5177.04428500	1.22977883	0.92140897
5177.07360972	1.24243110	0.85098262
5177.10293461	1.19398104	0.90122259
5177.13225966	1.18918361	0.88756814
5177.16146568	1.21910370	0.90752988
5177.19079106	1.23304072	0.86960308
5177.22011661	1.19942164	0.86511494
5177.24944233	1.22311719	0.87435211
5177.27864901	1.24489349	0.89608174
5177.30797506	1.22860563	0.83605304
5177.33730127	1.21170485	0.85362110
5177.36662765	1.22521555	0.89492219
5177.39583499	1.23216449	0.89382121
5177.42516170	1.22654646	0.87746876
5177.45448858	1.24537986	0.89961352
5177.48381563	1.23332507	0.91296105
5177.51302362	1.25134278	0.87805610
5177.54235100	1.23870781	0.91524422
5177.57167854	1.25043425	0.98142410
5177.60088703	1.23645627	0.97796858
5177.63021491	1.20378408	0.97486539
5177.65954295	1.19729855	0.94993163
5177.68887116	1.19675896	0.97939659
5177.71808031	1.19312445	1.00017999
5177.74740885	1.21543531	1.01140859
5177.77673755	1.19599889	1.01975870
5177.80606642	1.18572494	0.98081455
5177.83527624	1.17705016	1.02320742
5177.86460544	1.16419710	1.00918238
5177.89393481	1.19132793	0.99538667
5177.92326434	1.14655356	0.97307338
5177.95247482	1.16406392	1.00670907
5177.98180468	1.20352420	0.97506959
5178.01113472	1.19147898	0.94918899
5178.04046491	1.19134104	1.00710431
5178.06967605	1.18858685	1.00828061
5178.09900658	1.17987396	0.97270078
5178.12833728	1.18913564	0.96362137
5178.15754891	1.23175444	0.94331725
5178.18687994	1.23678828	0.88709289
5178.21621113	1.21263145	0.95463980
5178.24554249	1.20719028	0.97827186
5178.27475478	1.22226015	0.91383147
5178.30408647	1.20040895	0.90113748
5178.33341833	1.18307053	0.92909863
5178.36275036	1.17102117	0.91035677
5178.39196331	1.20160488	0.92402107
5178.42129567	1.17345397	0.88344994
5178.45062819	1.16302216	0.88836841
5178.47996088	1.16878685	0.85874633
5178.50917449	1.17857486	0.92166726
5178.53850751	1.17601359	0.93164408
5178.56784070	1.15542567	0.91957972
5178.59705481	1.16185222	0.89951165
5178.62638833	1.14600697	0.87361695
5178.65572201	1.15108811	0.91270227
5178.68505586	1.12945236	0.94792998
5178.71427063	1.13252762	0.88932743
5178.74360481	1.15105043	0.89974512
5178.77293916	1.12557056	0.94212883
5178.80227367	1.10899101	0.91091982
5178.83148911	1.09864553	0.92796152
5178.86082395	1.11864657	0.90603150
5178.89015896	1.11907460	0.96059375
5178.91949414	1.10950390	0.93127810
5178.94871024	1.09444258	0.96942075
5178.97804575	1.11890345	0.96874463
5179.00738142	1.11646333	0.94493588
5179.03671726	1.09782705	0.97083043
5179.06593402	1.10544717	0.91965027
5179.09527019	1.14009235	0.96265500
5179.12460653	1.10986203	0.96195657
5179.15382378	1.11329956	0.92551385
5179.18316045	1.11422820	0.94529626
5179.21249729	1.10674607	0.95489964
5179.24183430	1.13125068	0.96131792
5179.27105221	1.14099384	0.94008406
5179.30038954	1.11863677	0.87888194
5179.32972705	1.10852136	0.91301888
5179.35906471	1.10332604	0.89849292
5179.38828329	1.09257071	0.86062052
5179.41762129	1.10311798	0.83010298
5179.44695945	1.11009400	0.79064917
5179.47629778	1.06729324	0.80667119
5179.50551702	1.08412363	0.81279536
5179.53485568	1.09858144	0.81715838
5179.56419451	1.08368704	0.78055181
5179.59353351	1.07828308	0.74295563
5179.62275341	1.06669416	0.79095314
5179.65209273	1.05188598	0.81220014
5179.68143223	1.06391461	0.79261344
5179.71065262	1.04437731	0.82394869
5179.73999245	1.04730925	0.80092379
5179.76933244	1.02521249	0.78865001
5179.79867259	1.02164212	0.81775018
5179.82789365	1.02754878	0.78619071
5179.85723414	1.01743578	0.79150968
5179.88657479	1.04968840	0.76993412
5179.91591562	1.02954897	0.80484901
5179.94513733	1.03188690	0.84252680
5179.97447849	1.01627441	0.78652330
5180.00381981	0.98492057	0.73705926
5180.03316129	0.98762570	0.73146084
5180.06238367	0.97649780	0.73731499
5180.09172549	0.97933627	0.67718156
5180.12106747	0.99024226	0.72411103
5180.15029034	0.98176931	0.66625325
5180.17963266	0.97973450	0.62402593
5180.20897514	0.98268062	0.61896520
5180.23831779	0.98453894	0.63269732
5180.26754132	0.98612951	0.60613861
5180.29688430	0.98782618	0.60848022
5180.32622745	0.97163970	0.60113797
5180.35557076	0.96187671	0.61412860
5180.38479496	0.95346484	0.66933541
5180.41413860	0.97377902	0.67935328
5180.44348241	1.00024233	0.66190700
5180.47282639	0.97075318	0.73993476
5180.50205124	0.96431382	0.69014560
5180.53139555	0.98997302	0.68969054
5180.56074003	0.98114178	0.73956790
5180.59008467	0.98294811	0.72518475
5180.61931019	1.01825870	0.78464605
5180.64865516	1.00718260	0.80428984
5180.67800030	0.99177191	0.77590155
5180.70722631	1.02019105	0.78080409
5180.73657178	1.04427261	0.72712749
5180.76591742	1.03068963	0.72833042
5180.79526322	1.03694365	0.76941335
5180.82448990	1.02677569	0.72254084
5180.85383603	1.02252904	0.70170205
5180.88318233	1.02552346	0.70840009
5180.91252880	1.02620106	0.70628359
5180.94175614	1.01827043	0.68196795
5180.97110294	1.05295480	0.72233186
5181.00044990	1.04846937	0.68504039
5181.02979703	1.02488258	0.64552656
5181.05902503	1.04005368	0.67188538
5181.08837250	1.03817072	0.65435459
5181.11772013	1.05766517	0.64941610
5181.14706792	1.04809400	0.65877011
5181.17629658	1.01280446	0.65805965
5181.20564471	1.02097441	0.64701343
5181.23499300	1.00040147	0.63160281
5181.26422216	1.00417080	0.58911072
5181.29357079	1.02236438	0.62079408
5181.32291958	1.03164459	0.58913678
5181.35226854	1.02355043	0.60328134
5181.38149835	1.00113952	0.59643614
5181.41084764	1.01216780	0.55612849
5181.44019710	1.05702261	0.56107500
5181.46954672	1.04752625	0.57801085
5181.49877720	1.02936938	0.57484528
5181.52812716	1.04702418	0.53362851
5181.55747728	1.05999370	0.55806446
5181.58682756	1.06015695	0.49597980
5181.61605870	1.08245968	0.50932533
5181.64540932	1.06266585	0.44769902
5181.67476011	1.08409328	0.45783410
5181.70399175	1.08724929	0.45618946
5181.73334286	1.11106266	0.42478475
5181.76269414	1.06745239	0.39722397
5181.79204559	1.04516289	0.40212503
5181.82127789	1.03797177	0.35728365
5181.85062967	1.04513140	0.40860147
5181.87998162	1.03604313	0.39312920
5181.90933373	1.02422556	0.43483333
5181.93856670	1.01421541	0.42715334
5181.96791914	0.98566729	0.44094923
5181.99727175	0.97902646	0.48422950
5182.02662453	0.95248274	0.45174258
5182.05585815	0.92026418	0.45014837
5182.08521126	0.89908854	0.47101047
5182.11456454	0.87062031	0.44819883
5182.14391798	0.85357744	0.49046682
5182.17315226	0.85859824	0.45205840
5182.20250604	0.85831336	0.47144249
5182.23185998	0.83856236	0.45360392
5182.26109476	0.83198211	0.44281667
5182.29044903	0.81457368	0.42597924
5182.31980347	0.81919296	0.41200683
5182.34915807	0.83781794	0.47308208
5182.37839352	0.85422416	0.42655082
5182.40774845	0.87527011	0.38382541
5182.43710356	0.87549348	0.44872484
5182.46645883	0.91903740	0.42645364
5182.49569493	0.92196824	0.39053442
5182.52505053	0.94334188	0.37753835
5182.55440630	0.96906249	0.36795871
5182.58376223	0.98339793	0.41241575
5182.61299900	0.96922051	0.41348238
5182.64235526	1.00599937	0.43878620
5182.67171169	1.03509200	0.49609999
5182.70106829	1.02909826	0.52129691
5182.73030572	1.03127404	0.51962401
5182.75966265	1.03783879	0.51947413
5182.78901975	1.03192087	0.57825696
5182.81825767	1.01347287	0.52342935
5182.84761510	1.02755772	0.57135626
5182.87697269	1.03383886	0.54425426
5182.90633045	1.01518284	0.55029003
5182.93556904	1.01716447	0.57663802
5182.96492713	1.02583521	0.58550260
5182.99428539	1.00468697	0.57283190
5183.02364381	1.03292024	0.56084390
5183.05288306	1.00373076	0.59200428
5183.08224182	1.00969793	0.62972870
5183.11160074	1.03356695	0.56899232
5183.14095983	1.03064824	0.56204922
5183.17019974	1.02172584	0.57584268
5183.19955916	1.02436602	0.57059643
5183.22891875	1.01497460	0.57283215
5183.25815916	1.03074381	0.57824014
5183.28751908	1.05728557	0.59484664
5183.31687916	1.05465916	0.57657583
5183.34623941	1.04284169	0.51900563
5183.37548048	1.02624025	0.60393572
5183.40484107	1.02730629	0.56767791
5183.43420182	1.02864248	0.53596288
5183.46356273	1.04072915	0.57227448
5183.49280446	1.03202717	0.59613758
5183.52216571	1.05044334	0.56671875
5183.55152713	1.05205088	0.56479880
5183.58088871	1.04025615	0.62228392
5183.61013110	1.02070454	0.61683911
5183.63949301	1.03359448	0.60372940
5183.66885509	1.04725830	0.62749088
5183.69821734	1.04038444	0.63230719
5183.72746039	1.00700839	0.60672143
5183.75682297	1.01349449	0.60201231
5183.78618571	1.04230378	0.61370295
5183.81542926	1.01192466	0.57707745
5183.84479234	1.01238928	0.60058754
5183.87415558	1.00905939	0.60742488
5183.90351899	1.02741116	0.66321233
5183.93276320	1.01782528	0.63280097
5183.96212694	0.99101634	0.55749465
5183.99149085	0.98610829	0.58875329
5184.02085492	0.99977730	0.61539806
5184.05009980	1.00071006	0.53475702
5184.07946420	0.97919049	0.55554131
5184.10882878	0.97236580	0.59751111
5184.13819351	0.94966267	0.56863077
5184.16743905	0.92377167	0.54948796
5184.19680412	0.90823822	0.58263192
5184.22616936	0.89266961	0.55197480
5184.25553476	0.90360913	0.53124534
5184.28478096	0.91602186	0.57449307
5184.31414669	0.92583960	0.61217024
5184.34351259	0.90865009	0.57872806
5184.37275929	0.86925151	0.61813761
5184.40212552	0.86854412	0.57035554
5184.43149192	0.85513406	0.56497960
5184.46085848	0.83718630	0.55902861
5184.49010584	0.82156900	0.53304209
5184.51947274	0.82046637	0.50232577
5184.54883980	0.84693127	0.49367817
5184.57820703	0.80398442	0.51095183
5184.60745505	0.76439778	0.45840001
5184.63682261	0.79907955	0.43187913
5184.66619034	0.79265396	0.44809238
5184.69555824	0.77068336	0.51286555
5184.72480692	0.74833123	0.47517869
5184.75417514	0.77328308	0.44093607
5184.78354354	0.78061699	0.47635333
5184.81279271	0.77331044	0.48985625
5184.84216144	0.76851713	0.52190273
5184.87153033	0.77300460	0.51610805
5184.90089939	0.78659919	0.54036166
5184.93014923	0.77289165	0.57128979
5184.95951862	0.81120876	0.52182600
5184.98888818	0.83517618	0.51741135
5185.01825790	0.77856889	0.50631479
5185.04750840	0.81107930	0.49865916
5185.07687845	0.86268780	0.53684979
5185.10624868	0.81860524	0.51538740
5185.13561906	0.83898014	0.48340856
5185.16487022	0.85917614	0.49736936
5185.19424095	0.86690820	0.48823789
5185.22361183	0.87922002	0.48639505
5185.25298288	0.90342437	0.43175911
5185.28223471	0.92545060	0.45574044
5185.31160609	0.91193537	0.44078394
5185.34097764	0.89835149	0.43270801
5185.37022996	0.93122355	0.49285452
5185.39960185	0.94745011	0.51152281
5185.42897390	0.92673414	0.51839951
5185.45834611	0.96315522	0.53885064
5185.48759910	0.97697010	0.59058500
5185.51697164	0.99304058	0.59738760
5185.54634436	0.98590775	0.63951682
5185.57571724	1.01769829	0.64552571
5185.60497088	1.00630628	0.64061059
5185.63434410	0.98644406	0.66175057
5185.66371748	1.01511448	0.71559599
5185.69309102	1.03589884	0.66895091
5185.72234533	1.04404777	0.72444767
5185.75171921	1.03463190	0.67633746
5185.78109325	1.04390508	0.68912456
5185.81046746	1.05247893	0.71811749
5185.83972243	1.04509976	0.65942319
5185.86909697	1.06662072	0.66727620
5185.89847168	1.06383491	0.62576471
5185.92772715	1.06621376	0.68730870
5185.95710219	1.06639919	0.67000132
5185.98647740	1.06871150	0.65963065
5186.01585277	1.06409909	0.70710947
5186.04510890	1.09801731	0.70523342
5186.07448461	1.10073622	0.63144229
5186.10386048	1.08678879	0.62636258
5186.13323652	1.08748656	0.69302518
5186.16249331	1.08279446	0.67851664
5186.19186968	1.08736358	0.67231306
5186.22124621	1.09070645	0.67500895
5186.25062292	1.07490354	0.67453098
5186.27988037	1.06066306	0.72887539
5186.30925741	1.11443467	0.70522521
5186.33863461	1.10244181	0.70248917
5186.36789256	1.05506051	0.72486698
5186.39727009	1.04362072	0.72640686
5186.42664779	1.05084739	0.71583211
5186.45602566	1.04050526	0.70437887
5186.48528427	1.02430243	0.73130645
5186.51466247	1.05335851	0.72834779
5186.54404084	1.07565432	0.71457073
5186.57341937	1.07522435	0.68654876
5186.60267864	1.06204974	0.71092066
5186.63205751	1.07751408	0.63575506
5186.66143654	1.06069586	0.62110540
5186.69081573	1.06093103	0.64400873
5186.72007567	1.07322230	0.66957488
5186.74945520	1.06643966	0.62699647
5186.77883489	1.07505914	0.58464808
5186.80821476	1.10396787	0.61721649
5186.83747535	1.09225566	0.58397788
5186.86685555	1.07908497	0.56366403
5186.89623591	1.08051657	0.53213688
5186.92549700	1.07395696	0.53389975
5186.95487770	1.04975242	0.52723567
5186.98425856	1.05230957	0.46236718
5187.01363958	1.03793888	0.48179850
5187.04290134	1.01776983	0.46237390
5187.07228270	1.00790808	0.44537301
5187.10166422	1.00103447	0.45425349
5187.13104591	0.99524620	0.44270999
5187.16030833	0.96989864	0.45661482
5187.18969035	0.94320897	0.41003710
5187.21907254	0.96205467	0.43211754
5187.24845490	0.94749139	0.45343922
5187.27771798	0.91429658	0.41833854
5187.30710067	0.92442578	0.43580973
5187.33648352	0.89800302	0.43477392
5187.36586654	0.90818955	0.42047458
5187.39513029	0.88423870	0.45075507
5187.42451364	0.88808472	0.50706566
5187.45389716	0.90883272	0.54050749
5187.48316140	0.90628704	0.52538911
5187.51254525	0.91707392	0.53576529
5187.54192927	0.95248358	0.58955731
5187.57131345	0.95989099	0.63548474
5187.60057836	0.99345215	0.63773832
5187.62996287	0.99362637	0.65225266
5187.65934756	0.99666785	0.72401258
5187.68873241	1.00238638	0.71267303
5187.71799797	1.02194314	0.75332345
5187.74738315	1.04646813	0.75709140
5187.77676850	1.04721274	0.76209639
5187.80615402	1.08149771	0.79484413
5187.83542024	1.11080309	0.79187808
5187.86480609	1.09119708	0.78926356
5187.89419210	1.10149213	0.80728983
5187.92345883	1.09294196	0.80310628
5187.95284517	1.09882296	0.77915239
5187.98223169	1.11366443	0.70607231
5188.01161837	1.12972632	0.73779094
5188.04088575	1.13555380	0.71237835
5188.07027276	1.10140196	0.69606068
5188.09965994	1.11379487	0.68642377
5188.12904728	1.11975735	0.71720190
5188.15831533	1.12398774	0.75818345
5188.18770301	1.13361966	0.72861046
5188.21709085	1.11357542	0.73573142
5188.24647886	1.10996062	0.75948119
5188.27574757	1.11488682	0.80560090
5188.30513591	1.11206632	0.77350670
5188.33452442	1.11492068	0.87608990
5188.36391310	1.14956080	0.88963379
5188.39318247	1.12065486	0.92518879
5188.42257148	1.11019254	0.93915293
5188.45196065	1.10865097	0.88931123
5188.48123052	1.11417441	0.94295576
5188.51062002	1.13258112	0.96584568
5188.54000970	1.11261724	0.93171201
5188.56939953	1.12199461	1.01194048
5188.59867007	1.13169092	1.02396575
5188.62806024	1.13802150	0.96505908
5188.65745057	1.10838083	0.98683021
5188.68684108	1.11641200	0.98135825
5188.71611227	1.12917996	0.99582351
5188.74550311	1.11570324	0.97523349
5188.77489411	1.12818015	0.97235610
5188.80428528	1.15073189	0.94818248
5188.83355714	1.15876312	0.95492018
5188.86294864	1.11421524	0.89985419
5188.89234031	1.13587455	0.86469583
5188.92173214	1.12420768	0.85734277
5188.95100466	1.12231584	0.89298338
5188.98039683	1.11513233	0.82354966
5189.00978916	1.14396096	0.86607549
5189.03906218	1.14234097	0.91566596
5189.06845484	1.13020536	0.87617394
5189.09784767	1.15163323	0.92493302
5189.12724067	1.13552491	0.94985383
5189.15651435	1.13607058	0.99485058
5189.18590768	1.13026088	0.98895155
5189.21530118	1.11429625	0.96658389
5189.24469484	1.11310122	1.01563727
5189.27396918	1.12291106	1.01154065
5189.30336318	1.11067560	1.01842323
5189.33275734	1.10759933	1.01691063
5189.36215167	1.13472201	0.99078908
5189.39142668	1.11598026	1.01390590
5189.42082134	1.13728430	0.97909177
5189.45021616	1.16485162	1.00351869
5189.47949167	1.18386857	0.98712452
5189.50888683	1.18693911	0.93708469
5189.53828215	1.20447589	0.91302307
5189.56767765	1.20646452	0.91652954
5189.59695381	1.23230982	0.89209553
5189.62634963	1.21279361	0.85669864
5189.65574563	1.19518963	0.84508471
5189.68514178	1.18424496	0.84433859
5189.71441861	1.17364892	0.85181797
5189.74381510	1.15655950	0.78493359
5189.77321176	1.13593632	0.82035402
5189.80260858	1.12150624	0.83670331
5189.83188607	1.10113630	0.85743157
5189.86128323	1.09656937	0.85428514
5189.89068055	1.05518546	0.83622179
5189.92007804	1.01522949	0.83765895
5189.94935619	1.02095938	0.79349527
5189.97875401	1.02106442	0.85094018
5190.00815200	0.97941404	0.86994118
5190.03743065	0.98056822	0.82026675
5190.06682897	1.00758240	0.81849397
5190.09622746	0.99329752	0.85453730
5190.12562611	1.00222479	0.84747204
5190.15490542	1.01328950	0.78795547
5190.18430441	1.01012985	0.79656522
5190.21370356	1.03550651	0.79859152
5190.24310288	1.07949501	0.79329017
5190.27238285	1.07955987	0.80059879
5190.30178251	1.08305401	0.80975893
5190.33118232	1.11981302	0.80036303
5190.36058231	1.14502853	0.80804025
5190.38986294	1.15142715	0.83724662
5190.41926326	1.16938020	0.78187845
5190.44866374	1.22374833	0.77001244
5190.47806439	1.19537108	0.78846175
5190.50734569	1.21509043	0.78436149
5190.53674668	1.23555924	0.73172168
5190.56614782	1.20673879	0.72597886
5190.59542962	1.19803411	0.74313262
5190.62483110	1.19738847	0.74794680
5190.65423275	1.23310710	0.75989629
5190.68363456	1.21021489	0.74805617
5190.71291702	1.18191398	0.73765147
5190.74231917	1.19000845	0.69662755
5190.77172148	1.15059968	0.69515085
5190.80112396	1.12006162	0.73116074
5190.83040709	1.11452370	0.72682265
5190.85980990	1.08665047	0.70927850
5190.88921288	1.08827210	0.68561482
5190.91861602	1.07445539	0.70669245
5190.94789981	1.06617154	0.77799194
5190.97730328	1.05720062	0.73196257
5191.00670693	1.04821228	0.78075371
5191.03599121	1.05276029	0.78093193
5191.06539519	1.08420813	0.77049114
5191.09479933	1.07134087	0.80207740
5191.12420364	1.07615385	0.80940959
5191.15348858	1.08355273	0.81051923
5191.18289323	1.08526071	0.77225632
5191.21229804	1.09818511	0.78905744
5191.24170301	1.12665230	0.75366433
5191.27098862	1.14478203	0.72017960
5191.30039393	1.14553977	0.73749381
5191.32979940	1.14197087	0.71702129
5191.35920504	1.14261656	0.78442025
5191.38849131	1.13924747	0.74839025
5191.41789728	1.12787763	0.72654158
5191.44730342	1.12447018	0.71347817
5191.47670973	1.11359095	0.73874262
5191.50599666	1.11122458	0.75728702
5191.53540330	1.11275261	0.78750125
5191.56481011	1.08279466	0.77186664
5191.59409754	1.07141049	0.78179809
5191.62350468	1.07126934	0.77553459
5191.65291198	1.07993743	0.77113145
5191.68231945	1.09470850	0.76130990
5191.71160755	1.07329784	0.78150047
5191.74101535	1.10539912	0.78799805
5191.77042332	1.08201519	0.76882458
5191.79983146	1.08082422	0.78019505
5191.82912021	1.09089073	0.79833777
5191.85852868	1.07021378	0.80092338
5191.88793732	1.07367990	0.81812855
5191.91734612	1.09364306	0.78249086
5191.94663554	1.09240399	0.77772054
5191.97604467	1.08000577	0.75610040
5192.00545398	1.07695499	0.74333126
5192.03486344	1.06599049	0.75227534
5192.06415353	1.07513211	0.75347010
5192.09356333	1.06681122	0.76444313
5192.12297329	1.06874873	0.77806942
5192.15226387	1.06391760	0.73148265
5192.18167417	1.08158598	0.76326207
5192.21108464	1.08633411	0.77443988
5192.24049527	1.09367695	0.74028252
5192.26978651	1.08597647	0.75929924
5192.29919748	1.09448513	0.73688828
5192.32860861	1.08939320	0.70984501
5192.35801991	1.08887339	0.78850845
5192.38731181	1.10256658	0.76468512
5192.41672345	1.09385082	0.73249934
5192.44613524	1.06417543	0.70630980
5192.47554721	1.05812231	0.71512052
5192.50483978	1.04371329	0.68663334
5192.53425207	1.03835269	0.67023663
5192.56366454	1.02517135	0.71947111
5192.59295760	1.03199171	0.68609100
5192.62237040	1.04185091	0.66087826
5192.65178336	1.00654074	0.70217989
5192.68119649	1.00150591	0.68580200
5192.71049022	1.00590234	0.70394241
5192.73990368	1.01290144	0.71978070
5192.76931731	1.02327679	0.72429423
5192.79873110	1.01415289	0.69738839
5192.82802549	0.97774459	0.72436904
5192.85743962	1.00030320	0.70082070
5192.88685391	1.00803709	0.68852496
